Sample Age,Mean Resolution,5th Percentile Resolution,95th Percentile Resolution, Uncertainty Used
-18049,354.243360,294.498661,490.997768,42.047747
-18048.5,354.358805,294.498661,490.997768,42.047346
-18048,354.474159,294.498661,490.997768,42.046945
-18047.5,354.589421,294.498661,490.997768,42.046545
-18047,354.704591,294.498661,490.997768,42.046145
-18046.5,354.819669,294.498661,490.997768,42.045745
-18046,354.934655,294.498661,490.997768,42.045346
-18045.5,355.049550,294.498661,490.997768,42.044946
-18045,355.164354,294.498661,490.997768,42.044548
-18044.5,355.279066,294.498661,490.997768,42.044149
-18044,355.393687,294.498661,490.997768,42.043751
-18043.5,355.508217,294.498661,490.997768,42.043353
-18043,355.622656,294.498661,490.997768,42.042955
-18042.5,355.737004,294.498661,490.997768,42.042558
-18042,355.851262,294.498661,490.997768,42.042161
-18041.5,355.965428,294.498661,490.997768,42.041765
-18041,356.079505,294.498661,491.247767,42.041368
-18040.5,356.193491,294.498661,491.247767,42.040972
-18040,356.307386,294.498661,491.247767,42.040577
-18039.5,356.421191,294.498661,491.247767,42.040181
-18039,356.534907,294.498661,491.247767,42.039786
-18038.5,356.659083,294.498661,491.247767,42.039372
-18038,356.783173,294.498661,491.247767,42.038958
-18037.5,356.907177,294.498661,491.247767,42.038544
-18037,357.031095,294.498661,491.247767,42.038130
-18036.5,357.154928,294.498661,491.247767,42.037717
-18036,357.278675,294.498661,491.247767,42.037304
-18035.5,357.402336,294.498661,491.247767,42.036891
-18035,357.525912,294.498661,491.247767,42.036479
-18034.5,357.649402,294.498661,491.247767,42.036066
-18034,357.772807,294.498661,491.247767,42.035654
-18033.5,357.896126,294.498661,491.247767,42.035243
-18033,358.019361,294.498661,491.247767,42.034831
-18032.5,358.142510,294.498661,491.247767,42.034420
-18032,358.265575,294.498661,491.448797,42.034010
-18031.5,358.388554,294.498661,491.448797,42.033599
-18031,358.511449,294.498661,491.448797,42.033189
-18030.5,358.634259,294.498661,491.448797,42.032779
-18030,358.756984,294.498661,491.448797,42.032369
-18029.5,358.879625,294.498661,491.448797,42.031960
-18029,359.002181,294.498661,491.448797,42.031551
-18028.5,359.172030,294.498661,491.448797,42.031007
-18028,359.341761,294.498661,491.448797,42.030464
-18027.5,359.511373,294.498661,491.448797,42.029922
-18027,359.680867,294.498661,491.448797,42.029379
-18026.5,359.850243,294.498661,491.448797,42.028837
-18026,360.019502,294.498661,491.448797,42.028296
-18025.5,360.188642,294.498661,491.448797,42.027755
-18025,360.357665,294.498661,491.448797,42.027214
-18024.5,360.526570,294.498661,491.448797,42.026673
-18024,360.695358,294.498661,491.448797,42.026133
-18023.5,360.864028,294.498661,491.497766,42.025594
-18023,361.032581,294.498661,491.497766,42.025054
-18022.5,361.201017,294.498661,491.497766,42.024515
-18022,361.369336,294.498661,491.497766,42.023977
-18021.5,361.537538,294.498661,491.497766,42.023439
-18021,361.705624,294.498661,491.497766,42.022901
-18020.5,361.873593,294.498661,491.497766,42.022364
-18020,362.041445,294.498661,491.497766,42.021826
-18019.5,362.209181,294.498661,491.497766,42.021290
-18019,362.376801,294.498661,491.497766,42.020753
-18018.5,362.599632,294.498661,491.497766,42.020052
-18018,362.822344,294.498661,491.497766,42.019351
-18017.5,363.044936,294.498661,491.497766,42.018650
-18017,363.267408,294.498661,491.497766,42.017950
-18016.5,363.489762,294.498661,491.497766,42.017250
-18016,363.711996,294.498661,491.497766,42.016551
-18015.5,363.934110,294.498661,491.497766,42.015852
-18015,364.156106,294.498661,491.497766,42.015153
-18014.5,364.377983,294.498661,491.497766,42.014455
-18014,364.599742,294.498661,491.497766,42.013757
-18013.5,364.821381,294.498661,491.497766,42.013059
-18013,365.042902,294.498661,491.497766,42.012362
-18012.5,365.264304,294.498661,491.497766,42.011665
-18012,365.485588,294.498661,491.497766,42.010968
-18011.5,365.706753,294.498661,491.497766,42.010272
-18011,365.927801,294.498661,491.497766,42.009576
-18010.5,366.148730,294.498661,491.497766,42.008881
-18010,366.369541,294.498661,491.497766,42.008186
-18009.5,366.590234,294.498661,491.497766,42.007491
-18009,366.810809,294.498661,491.497766,42.006797
-18008.5,367.034178,294.498661,491.497766,42.006083
-18008,367.257450,294.498661,491.497766,42.005369
-18007.5,367.480625,294.498661,491.497766,42.004656
-18007,367.703704,294.498661,491.497766,42.003943
-18006.5,367.926685,294.498661,491.497766,42.003230
-18006,368.149571,294.498661,491.497766,42.002517
-18005.5,368.372359,294.498661,491.497766,42.001805
-18005,368.595052,294.498661,491.497766,42.001093
-18004.5,368.817647,294.498661,491.497766,42.000382
-18004,369.040147,294.498661,491.497766,41.999670
-18003.5,369.262550,294.498661,491.497766,41.998959
-18003,369.484857,294.498661,491.497766,41.998249
-18002.5,369.707068,294.498661,491.497766,41.997538
-18002,369.929182,294.498661,491.497766,41.996828
-18001.5,370.151201,294.498661,491.497766,41.996118
-18001,370.373123,294.498661,491.497766,41.995409
-18000.5,370.594950,294.498661,491.497766,41.994700
-18000,370.816681,294.498661,491.497766,41.993991
-17999.5,371.038316,294.498661,491.497766,41.993282
-17999,371.259855,294.498661,491.497766,41.992574
-17998.5,371.515345,294.498661,491.497766,41.991727
-17998,371.770734,294.498661,491.497766,41.990879
-17997.5,372.026020,294.498661,491.497766,41.990032
-17997,372.281205,294.498661,491.497766,41.989186
-17996.5,372.536289,294.498661,491.497766,41.988339
-17996,372.791272,294.498661,491.497766,41.987493
-17995.5,373.046153,294.498661,491.497766,41.986648
-17995,373.300932,294.498661,491.497766,41.985802
-17994.5,373.555611,294.498661,491.497766,41.984957
-17994,373.810188,294.498661,491.497766,41.984113
-17993.5,374.064665,294.498661,491.497766,41.983268
-17993,374.319040,294.498661,491.497766,41.982424
-17992.5,374.573314,294.498661,491.497766,41.981581
-17992,374.827488,294.498661,491.497766,41.980737
-17991.5,375.081560,294.498661,491.497766,41.979894
-17991,375.335532,294.498661,491.497766,41.979052
-17990.5,375.589403,294.498661,491.497766,41.978209
-17990,375.843173,294.498661,491.497766,41.977368
-17989.5,376.096843,294.498661,491.497766,41.976526
-17989,376.350413,294.498661,491.497766,41.975685
-17988.5,376.659335,294.498661,491.497766,41.974575
-17988,376.968141,294.498661,491.497766,41.973466
-17987.5,377.276831,294.653739,491.497766,41.972357
-17987,377.585406,294.653739,491.497766,41.971249
-17986.5,377.893865,294.653739,491.497766,41.970141
-17986,378.202208,294.653739,491.497766,41.969033
-17985.5,378.510436,294.653739,491.497766,41.967926
-17985,378.818548,294.653739,491.497766,41.966819
-17984.5,379.126545,294.653739,491.497766,41.965713
-17984,379.434426,294.653739,491.497766,41.964607
-17983.5,379.742192,294.653739,491.497766,41.963502
-17983,380.049843,294.653739,491.497766,41.962397
-17982.5,380.357379,294.653739,491.497766,41.961292
-17982,380.664799,294.653739,491.497766,41.960188
-17981.5,380.972104,294.653739,491.497766,41.959084
-17981,381.279295,294.653739,491.497766,41.957981
-17980.5,381.586370,294.653739,491.497766,41.956878
-17980,381.893331,294.653739,491.497766,41.955775
-17979.5,382.200177,294.653739,491.497766,41.954673
-17979,382.506908,294.653739,491.497766,41.953571
-17978.5,382.804727,294.653739,491.497766,41.952183
-17978,383.102469,294.653739,491.497766,41.950795
-17977.5,383.400131,294.653739,491.497766,41.949407
-17977,383.697716,294.653739,491.497766,41.948020
-17976.5,383.995223,294.653739,491.497766,41.946633
-17976,384.292651,294.653739,491.497766,41.945247
-17975.5,384.590001,294.653739,491.497766,41.943861
-17975,384.887273,294.653739,491.497766,41.942475
-17974.5,385.184468,294.653739,491.497766,41.941089
-17974,385.481584,294.653739,491.497766,41.939704
-17973.5,385.778622,294.653739,491.497766,41.938319
-17973,386.075582,294.653739,491.497766,41.936935
-17972.5,386.372464,294.653739,491.497766,41.935551
-17972,386.669269,294.653739,491.497766,41.934167
-17971.5,386.965995,294.653739,491.497766,41.932784
-17971,387.262644,294.653739,491.497766,41.931401
-17970.5,387.559215,294.653739,491.497766,41.930019
-17970,387.855708,294.653739,491.497766,41.928636
-17969.5,388.152123,294.653739,491.497766,41.927255
-17969,388.448461,294.653739,491.497766,41.925873
-17968.5,388.701703,294.653739,491.497766,41.924351
-17968,388.954891,294.653739,491.497766,41.922828
-17967.5,389.208025,294.653739,491.497766,41.921307
-17967,389.461104,294.653739,491.497766,41.919785
-17966.5,389.714128,294.653739,491.497766,41.918264
-17966,389.967098,294.653739,491.497766,41.916743
-17965.5,390.220013,294.653739,491.497766,41.915222
-17965,390.472874,294.653739,491.497766,41.913702
-17964.5,390.725681,294.653739,491.497766,41.912182
-17964,390.978433,294.653739,491.497766,41.910663
-17963.5,391.231131,294.748660,491.497766,41.909143
-17963,391.483774,294.748660,491.497766,41.907625
-17962.5,391.736363,294.748660,491.497766,41.906106
-17962,391.988897,294.748660,491.497766,41.904588
-17961.5,392.241378,294.748660,491.497766,41.903070
-17961,392.493804,294.748660,491.497766,41.901552
-17960.5,392.746175,294.748660,491.497766,41.900035
-17960,392.998492,294.748660,491.497766,41.898518
-17959.5,393.250756,294.748660,491.497766,41.897001
-17959,393.502964,294.748660,491.497766,41.895485
-17958.5,393.645153,294.748660,491.497766,41.893690
-17958,393.787323,294.748660,491.497766,41.891894
-17957.5,393.929472,294.748660,491.497766,41.890100
-17957,394.071602,294.748660,491.497766,41.888305
-17956.5,394.213713,294.748660,491.497766,41.886511
-17956,394.355804,294.748660,491.497766,41.884716
-17955.5,394.497875,294.748660,491.497766,41.882922
-17955,394.639926,294.748660,491.497766,41.881129
-17954.5,394.781958,294.748660,491.497766,41.879335
-17954,394.923971,294.998659,491.497766,41.877542
-17953.5,395.065963,294.998659,491.497766,41.875749
-17953,395.207937,294.998659,491.497766,41.873957
-17952.5,395.349890,294.998659,491.497766,41.872164
-17952,395.491824,294.998659,491.497766,41.870372
-17951.5,395.633738,294.998659,491.497766,41.868580
-17951,395.775633,295.153734,491.497766,41.866788
-17950.5,395.917508,295.153734,491.497766,41.864997
-17950,396.059364,295.153734,491.497766,41.863206
-17949.5,396.201200,295.153734,491.497766,41.861415
-17949,396.343017,295.153734,491.497766,41.859624
-17948.5,396.290828,295.248658,491.497766,41.857687
-17948,396.238643,295.248658,491.497766,41.855751
-17947.5,396.186462,295.248658,491.497766,41.853814
-17947,396.134284,295.310151,491.497766,41.851878
-17946.5,396.082111,295.310151,491.497766,41.849942
-17946,396.029941,295.310151,491.497766,41.848005
-17945.5,395.977775,295.310151,491.497766,41.846070
-17945,395.925612,295.372986,491.497766,41.844134
-17944.5,395.873454,295.372986,491.497766,41.842198
-17944,395.821299,295.653730,491.497766,41.840262
-17943.5,395.769148,295.747984,491.497766,41.838327
-17943,395.717000,295.747984,491.497766,41.836392
-17942.5,395.664856,295.748656,491.497766,41.834457
-17942,395.612717,295.748656,491.497766,41.832522
-17941.5,395.560580,295.810147,491.497766,41.830587
-17941,395.508448,295.810147,491.497766,41.828652
-17940.5,395.456319,295.950519,491.497766,41.826717
-17940,395.404194,295.997982,491.497766,41.824783
-17939.5,395.352073,295.998655,491.497766,41.822849
-17939,395.299956,296.060145,491.497766,41.820915
-17938.5,395.008365,296.248653,491.497766,41.818970
-17938,394.716782,296.248653,491.497766,41.817026
-17937.5,394.425208,296.248653,491.448797,41.815082
-17937,394.133642,296.403724,491.448797,41.813138
-17936.5,393.842085,296.403724,491.448797,41.811194
-17936,393.550535,296.748651,491.448797,41.809250
-17935.5,393.258994,296.810139,491.448797,41.807306
-17935,392.967461,296.872976,491.448797,41.805363
-17934.5,392.675937,296.872976,491.247767,41.803419
-17934,392.384420,296.903720,491.247767,41.801475
-17933.5,392.092912,296.998650,491.247767,41.799532
-17933,391.801412,296.998650,491.247767,41.797588
-17932.5,391.509921,296.998650,491.247767,41.795644
-17932,391.218438,297.248649,490.997768,41.793701
-17931.5,390.926963,297.248649,490.997768,41.791758
-17931,390.635496,297.248649,490.997768,41.789814
-17930.5,390.344037,297.248649,490.997768,41.787871
-17930,390.052587,297.248649,490.997768,41.785928
-17929.5,389.761145,297.248649,490.997768,41.783984
-17929,389.469711,297.248649,490.997768,41.782041
-17928.5,389.049875,297.248649,490.997768,41.780096
-17928,388.630046,297.310135,490.997768,41.778150
-17927.5,388.210222,297.310135,490.997768,41.776205
-17927,387.790405,297.310135,490.997768,41.774259
-17926.5,387.370595,297.310135,490.997768,41.772314
-17926,386.950791,297.310135,490.996652,41.770369
-17925.5,386.530994,297.310135,490.996652,41.768423
-17925,386.111203,297.310135,490.996652,41.766478
-17924.5,385.691419,297.310135,490.996652,41.764533
-17924,385.271641,297.372635,490.996652,41.762587
-17923.5,384.851869,297.403715,490.996652,41.760642
-17923,384.432104,297.403715,490.996652,41.758697
-17922.5,384.012346,297.403715,490.996652,41.756752
-17922,383.592594,297.403715,490.497770,41.754807
-17921.5,383.172848,297.403715,490.497770,41.752862
-17921,382.753109,297.403715,490.497770,41.750917
-17920.5,382.333376,297.403715,490.497770,41.748972
-17920,381.913650,297.435134,490.497770,41.747027
-17919.5,381.493931,297.435134,490.497770,41.745082
-17919,381.074217,297.450505,490.497770,41.743137
-17918.5,380.538676,297.450505,490.497770,41.741191
-17918,380.003137,297.450505,490.497770,41.739245
-17917.5,379.467602,297.450505,490.497770,41.737299
-17917,378.932071,297.450505,490.247772,41.735353
-17916.5,378.396542,297.450505,490.247772,41.733407
-17916,377.861017,297.450505,490.246100,41.731461
-17915.5,377.325495,297.450505,490.246100,41.729515
-17915,376.789977,297.498648,489.997773,41.727569
-17914.5,376.254462,297.498648,489.997773,41.725623
-17914,375.718950,297.498648,489.997773,41.723677
-17913.5,375.183441,297.498648,489.997773,41.721731
-17913,374.647936,297.498648,489.997773,41.719785
-17912.5,374.112434,297.498648,489.997773,41.717839
-17912,373.576936,297.498648,489.997773,41.715893
-17911.5,373.041441,297.498648,489.997773,41.713947
-17911,372.505949,297.498648,489.747774,41.712001
-17910.5,371.970460,297.498648,489.747774,41.710056
-17910,371.434975,297.498648,489.747774,41.708110
-17909.5,370.899493,297.498648,489.747774,41.706164
-17909,370.364015,297.498648,489.497775,41.704218
-17908.5,369.772666,297.498648,489.497775,41.702272
-17908,369.181319,297.498648,489.497775,41.700327
-17907.5,368.589974,297.498648,489.247776,41.698381
-17907,367.998630,297.498648,489.247776,41.696436
-17906.5,367.407287,297.450505,489.247776,41.694490
-17906,366.815947,297.450505,489.247776,41.692545
-17905.5,366.224607,297.450505,489.247776,41.690599
-17905,365.633269,297.450505,489.247776,41.688654
-17904.5,365.041933,297.450505,488.997777,41.686708
-17904,364.450599,297.450505,488.997777,41.684763
-17903.5,363.859265,297.435134,488.747778,41.682817
-17903,363.267934,297.435134,488.747778,41.680872
-17902.5,362.676604,297.435134,488.747778,41.678926
-17902,362.085275,297.435134,488.497780,41.676981
-17901.5,361.493948,297.435134,488.247781,41.675035
-17901,360.902623,297.435134,487.698830,41.673090
-17900.5,360.311299,297.435134,487.497784,41.671144
-17900,359.719976,297.435134,487.497784,41.669199
-17899.5,359.128655,297.403715,487.247785,41.667253
-17899,358.537336,297.403715,486.997786,41.665308
-17898.5,358.019255,297.403715,486.996680,41.663623
-17898,357.501174,297.403715,486.747787,41.661938
-17897.5,356.983094,297.403715,486.621682,41.660253
-17897,356.465014,297.403715,486.247790,41.658568
-17896.5,355.946934,297.403715,485.747792,41.656883
-17896,355.428854,297.403715,485.497793,41.655199
-17895.5,354.910775,297.403715,485.497793,41.653514
-17895,354.392696,297.403715,485.247794,41.651829
-17894.5,353.874618,297.403715,484.997795,41.650144
-17894,353.356540,297.403715,484.497798,41.648459
-17893.5,352.838462,297.403715,484.247799,41.646774
-17893,352.320384,297.403715,484.247799,41.645089
-17892.5,351.802307,297.403715,483.997800,41.643405
-17892,351.284230,297.403715,483.871701,41.641720
-17891.5,350.766154,297.403715,483.698865,41.640035
-17891,350.248077,297.403715,483.247803,41.638350
-17890.5,349.730001,297.403715,482.871708,41.636665
-17890,349.211926,297.403715,482.747806,41.634980
-17889.5,348.693850,297.403715,481.997809,41.633295
-17889,348.175775,297.403715,481.997809,41.631611
-17888.5,347.679682,297.403715,480.902151,41.629927
-17888,347.183589,297.403715,480.902151,41.628243
-17887.5,346.687497,297.403715,480.747815,41.626559
-17887,346.191404,297.403715,480.247817,41.624875
-17886.5,345.695311,297.403715,479.747819,41.623191
-17886,345.199219,297.403715,478.747824,41.621507
-17885.5,344.703127,297.403715,478.496737,41.619823
-17885,344.207034,297.372635,477.747828,41.618139
-17884.5,343.710942,297.372635,477.247831,41.616455
-17884,343.214850,297.372635,475.997836,41.614771
-17883.5,342.718759,297.372635,475.997836,41.613087
-17883,342.222667,297.372635,474.621764,41.611403
-17882.5,341.726576,297.372635,474.497843,41.609719
-17882,341.230484,297.372635,473.497848,41.608035
-17881.5,340.734393,297.310135,473.121774,41.606351
-17881,340.238302,297.310135,471.996782,41.604667
-17880.5,339.742211,297.310135,470.997859,41.602983
-17880,339.246120,297.310135,470.747860,41.601299
-17879.5,338.750029,297.310135,469.871796,41.599615
-17879,338.253939,297.310135,468.747869,41.597932
-17878.5,337.873093,297.310135,468.747869,41.596508
-17878,337.492247,297.310135,468.497870,41.595084
-17877.5,337.111401,297.310135,467.246814,41.593660
-17877,336.730556,297.310135,466.997877,41.592236
-17876.5,336.349710,297.310135,465.871824,41.590812
-17876,335.968864,297.310135,465.747883,41.589388
-17875.5,335.588019,297.310135,463.997891,41.587964
-17875,335.207173,297.310135,463.997891,41.586540
-17874.5,334.826327,297.310135,462.747897,41.585116
-17874,334.445482,297.310135,462.247899,41.583692
-17873.5,334.064636,297.310135,460.997905,41.582268
-17873,333.683791,297.310135,460.247908,41.580844
-17872.5,333.302945,297.310135,458.997914,41.579421
-17872,332.922100,297.310135,458.247917,41.577997
-17871.5,332.541254,297.310135,455.747928,41.576573
-17871,332.160409,297.310135,455.747928,41.575149
-17870.5,331.779563,297.310135,453.808890,41.573725
-17870,331.398718,297.310135,453.746906,41.572301
-17869.5,331.017873,297.310135,451.371922,41.570877
-17869,330.637027,297.310135,448.902424,41.569453
-17868.5,330.355438,297.310135,448.871939,41.568160
-17868,330.073849,297.310135,448.871939,41.566866
-17867.5,329.792260,297.310135,446.247972,41.565573
-17867,329.510671,297.310135,446.246957,41.564280
-17866.5,329.229081,297.310135,443.121979,41.562986
-17866,328.947492,297.310135,443.121979,41.561693
-17865.5,328.665903,297.310135,443.121979,41.560400
-17865,328.384314,297.310135,439.372004,41.559106
-17864.5,328.102725,297.310135,439.372004,41.557813
-17864,327.821136,297.310135,435.622030,41.556520
-17863.5,327.539547,297.310135,435.498020,41.555226
-17863,327.257957,297.310135,431.998036,41.553933
-17862.5,326.976368,297.310135,431.748037,41.552640
-17862,326.694779,297.310135,428.248053,41.551346
-17861.5,326.413190,297.310135,428.248053,41.550053
-17861,326.131601,297.310135,424.248072,41.548760
-17860.5,325.850012,297.310135,424.248072,41.547466
-17860,325.568423,297.310135,422.652648,41.546173
-17859.5,325.286834,297.310135,422.498080,41.544880
-17859,325.005245,297.310135,421.652656,41.543586
-17858.5,324.816366,297.310135,421.652656,41.542552
-17858,324.627487,297.310135,421.559147,41.541518
-17857.5,324.438609,297.310135,420.497133,41.540484
-17857,324.249730,297.310135,420.309157,41.539450
-17856.5,324.060852,297.310135,420.309157,41.538416
-17856,323.871973,297.310135,418.748097,41.537382
-17855.5,323.683095,297.310135,418.748097,41.536348
-17855,323.494216,297.310135,418.748097,41.535313
-17854.5,323.305338,297.310135,417.748101,41.534279
-17854,323.116459,297.310135,417.498102,41.533245
-17853.5,322.927581,297.310135,416.372161,41.532211
-17853,322.738702,297.310135,416.372161,41.531177
-17852.5,322.549824,297.310135,416.309188,41.530143
-17852,322.360945,297.310135,414.748115,41.529109
-17851.5,322.172066,297.310135,414.748115,41.528075
-17851,321.983188,297.310135,413.998118,41.527041
-17850.5,321.794309,297.310135,413.998118,41.526007
-17850,321.605431,297.310135,413.559210,41.524972
-17849.5,321.416552,297.310135,412.184221,41.523938
-17849,321.227674,297.310135,412.152737,41.522904
-17848.5,321.107390,297.310135,412.152737,41.522129
-17848,320.987107,297.310135,410.372202,41.521354
-17847.5,320.866823,297.310135,410.372202,41.520579
-17847,320.746540,297.310135,410.248135,41.519803
-17846.5,320.626256,297.310135,410.248135,41.519028
-17846,320.505972,297.310135,408.748142,41.518253
-17845.5,320.385689,297.310135,408.748142,41.517478
-17845,320.265405,297.310135,408.748142,41.516702
-17844.5,320.145122,297.310135,407.748147,41.515927
-17844,320.024838,297.310135,407.748147,41.515152
-17843.5,319.904555,297.310135,407.652776,41.514377
-17843,319.784271,297.310135,407.652776,41.513601
-17842.5,319.663987,297.310135,405.748156,41.512826
-17842,319.543704,297.310135,405.748156,41.512051
-17841.5,319.423420,297.310135,405.748156,41.511276
-17841,319.303137,297.310135,404.498161,41.510500
-17840.5,319.182853,297.310135,404.498161,41.509725
-17840,319.062570,297.310135,404.248162,41.508950
-17839.5,318.942286,297.310135,402.498170,41.508175
-17839,318.822002,297.310135,402.498170,41.507400
-17838.5,318.751788,297.310135,402.498170,41.506883
-17838,318.681573,297.310135,402.498170,41.506366
-17837.5,318.611358,297.310135,402.498170,41.505850
-17837,318.541143,297.310135,401.247264,41.505333
-17836.5,318.470928,297.310135,401.247264,41.504816
-17836,318.400714,297.310135,401.247264,41.504300
-17835.5,318.330499,297.310135,401.199592,41.503783
-17835,318.260284,297.310135,401.199592,41.503266
-17834.5,318.190069,297.310135,399.248185,41.502750
-17834,318.119854,297.310135,399.248185,41.502233
-17833.5,318.049639,297.310135,399.248185,41.501716
-17833,317.979425,297.310135,399.248185,41.501200
-17832.5,317.909210,297.310135,399.248185,41.500683
-17832,317.838995,297.310135,397.498193,41.500166
-17831.5,317.768780,297.310135,397.498193,41.499650
-17831,317.698565,297.310135,397.498193,41.499133
-17830.5,317.628351,297.310135,397.498193,41.498616
-17830,317.558136,297.310135,397.498193,41.498100
-17829.5,317.487921,297.310135,395.748201,41.497583
-17829,317.417706,297.310135,395.748201,41.497066
-17828.5,317.385516,297.310135,395.748201,41.496808
-17828,317.353326,297.310135,395.748201,41.496550
-17827.5,317.321135,297.310135,395.748201,41.496291
-17827,317.288945,297.310135,395.748201,41.496033
-17826.5,317.256755,297.310135,395.748201,41.495775
-17826,317.224565,297.310135,395.748201,41.495517
-17825.5,317.192375,297.310135,395.748201,41.495258
-17825,317.160184,297.310135,394.248208,41.495000
-17824.5,317.127994,297.310135,394.248208,41.494742
-17824,317.095804,297.310135,394.248208,41.494483
-17823.5,317.063614,297.310135,394.248208,41.494225
-17823,317.031423,297.310135,394.248208,41.493967
-17822.5,316.999233,297.310135,394.248208,41.493709
-17822,316.967043,297.310135,394.059365,41.493450
-17821.5,316.934853,297.310135,394.059365,41.493192
-17821,316.902662,297.310135,394.059365,41.492934
-17820.5,316.870472,297.310135,394.059365,41.492675
-17820,316.838282,297.310135,394.059365,41.492417
-17819.5,316.806092,297.310135,392.122326,41.492159
-17819,316.773902,297.310135,392.122326,41.491901
-17818.5,316.793410,297.310135,392.122326,41.491901
-17818,316.812918,297.310135,392.122326,41.491901
-17817.5,316.832427,297.310135,392.122326,41.491902
-17817,316.851935,297.310135,394.059365,41.491902
-17816.5,316.871444,297.310135,394.059365,41.491902
-17816,316.890952,297.310135,394.059365,41.491903
-17815.5,316.910461,297.310135,394.059365,41.491903
-17815,316.929969,297.310135,394.059365,41.491903
-17814.5,316.949478,297.310135,394.059365,41.491904
-17814,316.968986,297.310135,394.059365,41.491904
-17813.5,316.988495,297.310135,394.059365,41.491904
-17813,317.008003,297.310135,394.059365,41.491905
-17812.5,317.027512,297.310135,394.248208,41.491905
-17812,317.047020,297.310135,394.248208,41.491905
-17811.5,317.066528,297.310135,394.248208,41.491906
-17811,317.086037,297.310135,394.248208,41.491906
-17810.5,317.105545,297.310135,394.248208,41.491906
-17810,317.125054,297.310135,394.248208,41.491907
-17809.5,317.144562,297.310135,394.248208,41.491907
-17809,317.164071,297.310135,394.248208,41.491907
-17808.5,317.199797,297.310135,395.748201,41.492037
-17808,317.235524,297.310135,395.748201,41.492166
-17807.5,317.271250,297.310135,395.748201,41.492296
-17807,317.306976,297.310135,395.748201,41.492425
-17806.5,317.342703,297.310135,395.748201,41.492555
-17806,317.378429,297.310135,395.748201,41.492684
-17805.5,317.414156,297.310135,395.748201,41.492814
-17805,317.449882,297.310135,395.748201,41.492943
-17804.5,317.485609,297.310135,395.748201,41.493073
-17804,317.521335,297.310135,395.748201,41.493202
-17803.5,317.557061,297.310135,397.498193,41.493332
-17803,317.592788,297.310135,397.498193,41.493461
-17802.5,317.628514,297.310135,397.498193,41.493590
-17802,317.664241,297.310135,397.498193,41.493720
-17801.5,317.699967,297.310135,397.498193,41.493849
-17801,317.735694,297.310135,397.498193,41.493979
-17800.5,317.771420,297.310135,397.498193,41.494108
-17800,317.807146,297.310135,397.498193,41.494238
-17799.5,317.842873,297.310135,397.498193,41.494367
-17799,317.878599,297.310135,397.498193,41.494497
-17798.5,317.970159,297.310135,399.248185,41.494885
-17798,318.061719,297.310135,399.248185,41.495273
-17797.5,318.153279,297.310135,399.248185,41.495661
-17797,318.244839,297.310135,401.199592,41.496050
-17796.5,318.336399,297.310135,401.199592,41.496438
-17796,318.427958,297.310135,401.247264,41.496826
-17795.5,318.519518,297.310135,401.247264,41.497214
-17795,318.611078,297.310135,402.498170,41.497602
-17794.5,318.702638,297.310135,402.498170,41.497990
-17794,318.794198,297.310135,402.498170,41.498379
-17793.5,318.885758,297.310135,402.498170,41.498767
-17793,318.977318,297.310135,404.248162,41.499155
-17792.5,319.068877,297.310135,404.248162,41.499543
-17792,319.160437,297.310135,404.498161,41.499931
-17791.5,319.251997,297.310135,404.498161,41.500319
-17791,319.343557,297.310135,405.748156,41.500708
-17790.5,319.435117,297.310135,405.748156,41.501096
-17790,319.526677,297.310135,405.748156,41.501484
-17789.5,319.618237,297.310135,405.748156,41.501872
-17789,319.709797,297.310135,405.748156,41.502260
-17788.5,319.785732,297.310135,407.652776,41.502777
-17788,319.861667,297.310135,407.652776,41.503294
-17787.5,319.937601,297.310135,407.748147,41.503810
-17787,320.013536,297.310135,407.748147,41.504327
-17786.5,320.089471,297.310135,407.748147,41.504844
-17786,320.165406,297.310135,408.748142,41.505361
-17785.5,320.241341,297.310135,408.748142,41.505877
-17785,320.317276,297.310135,408.748142,41.506394
-17784.5,320.393211,297.310135,408.748142,41.506911
-17784,320.469146,297.310135,408.748142,41.507427
-17783.5,320.545081,297.310135,410.248135,41.507944
-17783,320.621016,297.310135,410.248135,41.508461
-17782.5,320.696951,297.310135,410.248135,41.508978
-17782,320.772886,297.310135,410.372202,41.509494
-17781.5,320.848821,297.310135,410.372202,41.510011
-17781,320.924756,297.310135,412.152737,41.510528
-17780.5,321.000691,297.310135,412.152737,41.511045
-17780,321.076626,297.310135,412.152737,41.511561
-17779.5,321.152561,297.310135,412.184221,41.512078
-17779,321.228496,297.310135,412.184221,41.512595
-17778.5,321.376610,297.310135,413.559210,41.513370
-17778,321.524725,297.310135,413.559210,41.514146
-17777.5,321.672839,297.310135,413.998118,41.514922
-17777,321.820953,297.310135,414.748115,41.515697
-17776.5,321.969067,297.310135,414.748115,41.516473
-17776,322.117181,297.310135,414.748115,41.517249
-17775.5,322.265296,297.310135,416.309188,41.518025
-17775,322.413410,297.310135,416.372161,41.518800
-17774.5,322.561524,297.310135,416.372161,41.519576
-17774,322.709638,297.310135,417.498102,41.520352
-17773.5,322.857752,297.310135,417.748101,41.521127
-17773,323.005867,297.310135,417.748101,41.521903
-17772.5,323.153981,297.310135,418.748097,41.522679
-17772,323.302095,297.310135,418.748097,41.523454
-17771.5,323.450209,297.310135,418.748097,41.524230
-17771,323.598324,297.310135,420.309157,41.525006
-17770.5,323.746438,297.310135,420.309157,41.525781
