Sample Age,Mean Resolution,5th Percentile Resolution,95th Percentile Resolution, Uncertainty Used
-12942.5,549.555389,493.247758,623.245751,32.674078
-12942,549.666626,493.247758,623.245751,32.673874
-12941.5,549.777864,493.247758,623.245751,32.673671
-12941,549.889102,493.247758,623.245751,32.673467
-12940.5,550.000340,493.497757,623.245751,32.673264
-12940,550.111577,493.497757,623.245751,32.673061
-12939.5,550.222815,493.497757,623.245751,32.672857
-12939,550.334053,493.497757,623.245751,32.672654
-12938.5,550.551687,495.247749,623.245751,32.672247
-12938,550.769322,495.247749,623.245751,32.671840
-12937.5,550.986956,495.247749,623.245751,32.671434
-12937,551.204591,495.497748,623.997164,32.671027
-12936.5,551.422226,495.497748,623.997164,32.670620
-12936,551.639860,497.497739,623.997164,32.670214
-12935.5,551.857495,497.497739,623.997164,32.669807
-12935,552.075129,497.497739,623.997164,32.669400
-12934.5,552.292764,497.652009,623.997164,32.668993
-12934,552.510398,497.652009,623.997164,32.668587
-12933.5,552.616830,497.652009,623.997164,32.668383
-12933,552.723261,499.497730,623.997164,32.668180
-12932.5,552.829692,499.497730,623.997164,32.667977
-12932,552.936124,499.497730,623.997164,32.667773
-12931.5,553.042555,499.497730,623.997164,32.667570
-12931,553.148986,499.497730,623.997164,32.667367
-12930.5,553.255418,499.997727,623.997164,32.667163
-12930,553.361849,499.997727,623.997164,32.666960
-12929.5,553.468281,499.997727,623.997164,32.666757
-12929,553.574712,499.997727,623.997164,32.666553
-12928.5,553.782883,504.747706,623.997164,32.666147
-12928,553.991055,504.747706,623.997164,32.665740
-12927.5,554.199226,504.747706,623.997164,32.665333
-12927,554.407397,504.996557,623.997164,32.664927
-12926.5,554.615569,504.996557,623.997164,32.664520
-12926,554.823740,504.997705,623.997164,32.664114
-12925.5,555.031911,504.997705,623.997164,32.663707
-12925,555.240083,504.997705,623.997164,32.663300
-12924.5,555.448254,504.997705,623.997164,32.662894
-12924,555.656425,504.997705,623.997164,32.662487
-12923.5,555.813585,504.997705,623.997164,32.662081
-12923,555.970745,505.747701,623.997164,32.661675
-12922.5,556.127905,505.747701,623.997164,32.661268
-12922,556.285064,505.747701,623.997164,32.660862
-12921.5,556.442224,505.747701,623.997164,32.660456
-12921,556.599384,505.747701,623.997164,32.660050
-12920.5,556.756544,505.997700,623.997164,32.659644
-12920,556.913704,505.997700,623.997164,32.659237
-12919.5,557.070863,505.997700,623.997164,32.658831
-12919,557.228023,505.997700,623.997164,32.658425
-12918.5,557.520857,507.247694,623.997164,32.657815
-12918,557.813691,507.247694,623.997164,32.657205
-12917.5,558.106525,507.496540,623.997164,32.656596
-12917,558.399359,507.496540,623.997164,32.655986
-12916.5,558.692193,508.996530,623.997164,32.655376
-12916,558.985027,508.997686,623.997164,32.654766
-12915.5,559.277862,508.997686,623.997164,32.654156
-12915,559.570696,510.747678,623.997164,32.653547
-12914.5,559.863530,510.747678,623.997164,32.652937
-12914,560.156364,510.747678,623.997164,32.652327
-12913.5,560.391386,510.747678,623.997164,32.651718
-12913,560.626408,512.746504,623.997164,32.651108
-12912.5,560.861430,512.746504,623.997164,32.650499
-12912,561.096451,512.871503,623.997164,32.649890
-12911.5,561.331473,512.871503,623.997164,32.649281
-12911,561.566495,512.871503,623.997164,32.648671
-12910.5,561.801517,514.247662,623.997164,32.648062
-12910,562.036539,514.247662,624.245744,32.647453
-12909.5,562.271561,515.121488,624.245744,32.646843
-12909,562.506583,515.121488,624.245744,32.646234
-12908.5,562.729286,515.121488,624.245744,32.645625
-12908,562.951988,515.497657,624.245744,32.645016
-12907.5,563.174691,515.497657,624.245744,32.644407
-12907,563.397394,515.497657,624.245744,32.643798
-12906.5,563.620096,515.747656,624.245744,32.643188
-12906,563.842799,515.747656,624.245744,32.642579
-12905.5,564.065502,515.747656,624.245744,32.641970
-12905,564.288204,516.497652,624.245744,32.641361
-12904.5,564.510907,516.497652,624.245744,32.640752
-12904,564.733610,517.121474,624.245744,32.640143
-12903.5,564.982434,517.121474,624.245744,32.639331
-12903,565.231258,517.121474,624.245744,32.638519
-12902.5,565.480082,517.496472,624.245744,32.637707
-12902,565.728906,517.496472,624.245744,32.636896
-12901.5,565.977731,517.496472,624.245744,32.636084
-12901,566.226555,517.497648,624.245744,32.635272
-12900.5,566.475379,517.497648,624.245744,32.634460
-12900,566.724203,517.497648,624.245744,32.633649
-12899.5,566.973027,518.247644,624.245744,32.632837
-12899,567.221852,518.247644,624.245744,32.632025
-12898.5,567.576321,518.997641,624.245744,32.631010
-12898,567.930790,518.997641,624.497161,32.629995
-12897.5,568.285259,519.246460,624.497161,32.628980
-12897,568.639728,519.747637,624.497161,32.627965
-12896.5,568.994197,519.997636,624.497161,32.626950
-12896,569.348666,519.997636,624.497161,32.625935
-12895.5,569.703135,520.247635,624.497161,32.624920
-12895,570.057604,520.997632,624.497161,32.623905
-12894.5,570.412073,520.997632,624.497161,32.622890
-12894,570.766542,521.997627,624.497161,32.621875
-12893.5,571.054150,521.997627,624.497161,32.620861
-12893,571.341757,523.497620,624.497161,32.619847
-12892.5,571.629365,523.497620,624.497161,32.618833
-12892,571.916972,523.497620,624.497161,32.617819
-12891.5,572.204579,523.497620,624.497161,32.616804
-12891,572.492187,523.747619,624.997159,32.615790
-12890.5,572.779794,523.747619,624.997159,32.614776
-12890,573.067402,524.747615,624.997159,32.613762
-12889.5,573.355009,524.747615,624.997159,32.612748
-12889,573.642617,525.997609,624.997159,32.611733
-12888.5,573.984229,525.997609,624.997159,32.610517
-12888,574.325841,525.997609,624.997159,32.609300
-12887.5,574.667453,526.247608,624.997159,32.608083
-12887,575.009065,526.247608,624.997159,32.606866
-12886.5,575.350677,526.247608,624.997159,32.605650
-12886,575.692289,526.497607,624.997159,32.604433
-12885.5,576.033901,526.497607,624.997159,32.603216
-12885,576.375513,526.497607,624.997159,32.601999
-12884.5,576.717125,526.746409,624.997159,32.600783
-12884,577.058737,526.746409,624.997159,32.599566
-12883.5,577.450790,526.997605,624.997159,32.598147
-12883,577.842842,526.997605,624.997159,32.596728
-12882.5,578.234894,526.997605,624.997159,32.595309
-12882,578.626947,527.997600,626.247153,32.593889
-12881.5,579.018999,527.997600,627.747147,32.592470
-12881,579.411051,528.497598,628.997141,32.591051
-12880.5,579.803103,528.497598,630.247135,32.589632
-12880,580.195156,528.497598,631.747128,32.588213
-12879.5,580.587208,528.497598,632.497125,32.586794
-12879,580.979260,528.497598,633.497120,32.585375
-12878.5,581.360864,528.497598,634.620673,32.583957
-12878,581.742467,528.497598,635.747110,32.582538
-12877.5,582.124071,528.497598,636.997105,32.581120
-12877,582.505674,528.497598,637.747101,32.579701
-12876.5,582.887278,528.497598,638.747097,32.578283
-12876,583.268881,528.497598,639.997091,32.576865
-12875.5,583.650485,528.497598,641.120629,32.575446
-12875,584.032088,528.497598,641.997082,32.574028
-12874.5,584.413691,528.497598,642.747078,32.572609
-12874,584.795295,528.497598,642.747078,32.571191
-12873.5,585.252895,528.747597,643.997073,32.569570
-12873,585.710494,528.747597,644.620605,32.567949
-12872.5,586.168094,528.747597,645.497066,32.566328
-12872,586.625694,528.747597,645.997064,32.564707
-12871.5,587.083293,528.747597,646.997059,32.563086
-12871,587.540893,528.747597,647.997055,32.561465
-12870.5,587.998493,528.997595,648.997050,32.559844
-12870,588.456092,528.997595,649.497048,32.558223
-12869.5,588.913692,528.997595,650.497043,32.556602
-12869,589.371292,528.997595,651.245560,32.554981
-12868.5,589.818444,529.247594,651.997036,32.553361
-12868,590.265596,529.247594,652.747033,32.551741
-12867.5,590.712748,529.247594,653.747028,32.550121
-12867,591.159900,529.247594,654.995534,32.548501
-12866.5,591.607052,529.247594,655.997018,32.546881
-12866,592.054204,529.497593,655.997018,32.545261
-12865.5,592.501356,529.747592,656.997014,32.543640
-12865,592.948508,529.747592,657.997009,32.542020
-12864.5,593.395660,529.747592,658.997005,32.540400
-12864,593.842812,529.747592,659.747001,32.538780
-12863.5,594.342532,529.747592,660.496998,32.536958
-12863,594.842251,529.747592,661.746992,32.535137
-12862.5,595.341970,529.747592,662.620482,32.533315
-12862,595.841690,529.997591,663.495476,32.531493
-12861.5,596.341409,529.997591,664.495469,32.529671
-12861,596.841128,529.997591,665.745461,32.527850
-12860.5,597.340848,529.997591,666.746969,32.526028
-12860,597.840567,529.997591,668.246962,32.524206
-12859.5,598.340287,530.247590,670.496952,32.522384
-12859,598.840006,530.247590,671.996945,32.520563
-12858.5,599.337227,530.747587,673.246940,32.518742
-12858,599.834449,530.747587,674.746933,32.516921
-12857.5,600.331670,530.747587,675.746928,32.515101
-12857,600.828891,530.747587,677.246922,32.513280
-12856.5,601.326113,530.871380,678.996914,32.511459
-12856,601.823334,530.997586,681.245355,32.509638
-12855.5,602.320556,531.247585,683.746892,32.507818
-12855,602.817777,531.247585,685.746883,32.505997
-12854.5,603.314998,531.247585,688.496870,32.504176
-12854,603.812220,531.497584,688.496870,32.502356
-12853.5,604.308119,531.746374,690.746860,32.500535
-12853,604.804019,531.747583,692.746851,32.498715
-12852.5,605.299918,531.871374,694.370266,32.496895
-12852,605.795818,531.997582,694.370266,32.495074
-12851.5,606.291717,532.246371,695.370259,32.493254
-12851,606.787617,532.247581,695.746837,32.491434
-12850.5,607.283517,532.497580,695.746837,32.489614
-12850,607.779416,532.747578,696.246835,32.487793
-12849.5,608.275316,532.997577,696.246835,32.485973
-12849,608.771215,533.247576,696.996832,32.484153
-12848.5,609.211989,533.496362,697.120247,32.482535
-12848,609.652763,533.497575,697.496830,32.480917
-12847.5,610.093537,533.497575,697.496830,32.479300
-12847,610.534311,534.747569,698.246826,32.477682
-12846.5,610.975085,536.247562,698.246826,32.476064
-12846,611.415858,537.247558,698.496825,32.474446
-12845.5,611.856632,538.497552,699.496820,32.472829
-12845,612.297406,539.997545,699.496820,32.471211
-12844.5,612.738180,541.497539,699.746819,32.469593
-12844,613.178954,542.747533,700.246817,32.467975
-12843.5,613.673121,544.247526,700.246817,32.466156
-12843,614.167288,544.247526,700.996814,32.464337
-12842.5,614.661455,546.497516,700.996814,32.462519
-12842,615.155622,548.497507,701.496811,32.460700
-12841.5,615.649788,550.247499,701.496811,32.458881
-12841,616.143955,550.497498,701.746810,32.457062
-12840.5,616.638122,552.247490,701.746810,32.455243
-12840,617.132289,554.997477,701.746810,32.453424
-12839.5,617.626456,557.247467,702.246808,32.451605
-12839,618.120623,561.247449,703.246803,32.449786
-12838.5,618.560362,561.247449,703.246803,32.448170
-12838,619.000101,564.247435,703.246803,32.446554
-12837.5,619.439839,565.151433,703.870201,32.444938
-12837,619.879578,565.151433,704.246799,32.443322
-12836.5,620.319317,565.151433,704.246799,32.441706
-12836,620.759056,565.151433,704.746797,32.440090
-12835.5,621.198795,565.151433,705.181490,32.438474
-12835,621.638534,565.308003,705.181490,32.436858
-12834.5,622.078272,565.308003,705.181490,32.435242
-12834,622.518011,565.308003,705.246794,32.433626
-12833.5,622.930273,565.308003,705.246794,32.432212
-12833,623.342535,565.308003,706.246790,32.430798
-12832.5,623.754797,565.308003,706.496789,32.429384
-12832,624.167059,565.497430,706.496789,32.427970
-12831.5,624.579321,565.497430,706.496789,32.426556
-12831,624.991583,565.497430,706.496789,32.425142
-12830.5,625.403845,565.497430,707.246785,32.423728
-12830,625.816107,565.497430,707.246785,32.422314
-12829.5,626.228369,565.497430,707.746783,32.420900
-12829,626.640631,565.747428,707.746783,32.419487
-12828.5,627.067745,565.747428,707.746783,32.418073
-12828,627.494860,565.747428,707.746783,32.416660
-12827.5,627.921974,565.747428,707.996782,32.415247
-12827,628.349088,565.747428,707.996782,32.413833
-12826.5,628.776203,565.747428,708.996777,32.412420
-12826,629.203317,565.747428,708.996777,32.411007
-12825.5,629.630432,565.747428,708.996777,32.409594
-12825,630.057546,565.747428,708.996777,32.408180
-12824.5,630.484661,565.747428,708.996777,32.406767
-12824,630.911775,565.747428,708.996777,32.405354
-12823.5,631.249867,565.747428,708.996777,32.404344
-12823,631.587959,565.747428,708.996777,32.403335
-12822.5,631.926051,565.747428,708.996777,32.402326
-12822,632.264144,565.747428,710.495156,32.401316
-12821.5,632.602236,565.747428,710.495156,32.400307
-12821,632.940328,565.747428,710.495156,32.399298
-12820.5,633.278420,566.247426,710.495156,32.398288
-12820,633.616512,566.247426,710.495156,32.397279
-12819.5,633.954604,566.247426,710.495156,32.396270
-12819,634.292697,566.247426,710.495156,32.395260
-12818.5,634.544078,566.247426,710.620155,32.394453
-12818,634.795459,566.247426,710.620155,32.393646
-12817.5,635.046840,566.247426,710.620155,32.392839
-12817,635.298221,566.247426,710.620155,32.392033
-12816.5,635.549602,566.247426,710.620155,32.391226
-12816,635.800983,566.247426,711.996764,32.390419
-12815.5,636.052364,566.247426,711.996764,32.389612
-12815,636.303745,566.247426,711.996764,32.388805
-12814.5,636.555126,566.247426,711.996764,32.387998
-12814,636.806507,566.247426,711.996764,32.387191
-12813.5,636.958988,566.247426,711.996764,32.386787
-12813,637.111470,566.247426,711.996764,32.386384
-12812.5,637.263951,566.247426,711.996764,32.385980
-12812,637.416432,567.151416,711.996764,32.385576
-12811.5,637.568914,567.151416,711.996764,32.385173
-12811,637.721395,567.151416,711.996764,32.384769
-12810.5,637.873876,567.151416,711.996764,32.384366
-12810,638.026358,567.151416,711.996764,32.383962
-12809.5,638.178839,567.151416,711.996764,32.383558
-12809,638.331320,567.151416,712.246762,32.383155
-12808.5,638.331320,567.151416,712.246762,32.383155
-12808,638.331320,567.151416,712.246762,32.383155
-12807.5,638.331320,567.151416,712.246762,32.383155
-12807,638.331320,567.151416,712.246762,32.383155
-12806.5,638.331320,567.151416,712.246762,32.383155
-12806,638.331320,567.151416,712.246762,32.383155
-12805.5,638.331320,567.151416,712.246762,32.383155
-12805,638.331320,567.151416,712.246762,32.383155
-12804.5,638.331320,567.151416,712.246762,32.383155
-12804,638.331320,567.151416,712.246762,32.383155
-12803.5,638.126680,567.151416,712.246762,32.383559
-12803,637.922039,567.151416,711.996764,32.383963
-12802.5,637.717398,567.151416,711.996764,32.384367
-12802,637.512758,566.247426,711.996764,32.384771
-12801.5,637.308117,566.247426,711.996764,32.385175
-12801,637.103476,566.247426,711.996764,32.385579
-12800.5,636.898835,566.247426,711.996764,32.385983
-12800,636.694195,566.247426,711.996764,32.386387
-12799.5,636.489554,566.247426,711.996764,32.386791
-12799,636.284913,566.247426,711.996764,32.387196
-12798.5,636.040746,566.247426,711.996764,32.387801
-12798,635.796580,566.247426,711.996764,32.388407
-12797.5,635.552413,566.247426,711.996764,32.389013
-12797,635.308246,566.247426,711.996764,32.389619
-12796.5,635.064079,566.247426,711.996764,32.390225
-12796,634.819913,565.747428,711.996764,32.390830
-12795.5,634.575746,565.747428,711.996764,32.391436
-12795,634.331579,565.747428,711.996764,32.392042
-12794.5,634.087412,565.747428,711.996764,32.392648
-12794,633.843245,565.747428,710.620155,32.393254
-12793.5,633.472485,565.747428,710.620155,32.394465
-12793,633.101724,565.747428,710.620155,32.395676
-12792.5,632.730964,565.747428,710.620155,32.396887
-12792,632.360203,565.747428,710.620155,32.398098
-12791.5,631.989443,565.747428,710.495156,32.399309
-12791,631.618682,565.747428,710.495156,32.400520
-12790.5,631.247922,565.747428,710.495156,32.401731
-12790,630.877161,565.747428,710.495156,32.402942
-12789.5,630.506401,565.747428,710.495156,32.404153
-12789,630.135640,565.747428,708.996777,32.405364
-12788.5,629.739115,565.747428,708.996777,32.406576
-12788,629.342589,565.747428,708.996777,32.407788
-12787.5,628.946064,565.747428,708.996777,32.409000
-12787,628.549538,565.497430,708.996777,32.410212
-12786.5,628.153012,565.497430,708.996777,32.411425
-12786,627.756487,565.497430,708.996777,32.412637
-12785.5,627.359961,565.497430,708.996777,32.413849
-12785,626.963436,565.497430,708.996777,32.415061
-12784.5,626.566910,565.497430,708.996777,32.416273
-12784,626.170385,565.308003,707.996782,32.417485
-12783.5,625.701454,565.308003,707.996782,32.419101
-12783,625.232524,565.308003,707.996782,32.420718
-12782.5,624.763594,565.308003,707.746783,32.422334
-12782,624.294663,565.308003,707.746783,32.423951
-12781.5,623.825733,565.151433,707.746783,32.425567
-12781,623.356802,565.151433,707.746783,32.427183
-12780.5,622.887872,565.151433,707.246785,32.428800
-12780,622.418941,565.151433,707.246785,32.430416
-12779.5,621.950011,561.247449,706.496789,32.432033
-12779,621.481081,558.997459,706.496789,32.433649
-12778.5,621.002379,557.247467,706.496789,32.435468
-12778,620.523677,554.997477,706.246790,32.437286
-12777.5,620.044976,552.247490,706.246790,32.439105
-12777,619.566274,550.247499,705.246794,32.440924
-12776.5,619.087573,548.497507,705.181490,32.442742
-12776,618.608871,546.497516,705.181490,32.444561
-12775.5,618.130170,544.247526,705.181490,32.446380
-12775,617.651468,544.247526,704.746797,32.448198
-12774.5,617.172767,542.747533,704.246799,32.450017
-12774,616.694065,541.497539,704.246799,32.451836
-12773.5,616.175420,539.997545,704.246799,32.453857
-12773,615.656776,538.497552,703.246803,32.455878
-12772.5,615.138131,537.247558,703.246803,32.457899
-12772,614.619487,536.247562,703.246803,32.459921
-12771.5,614.100842,534.747569,702.246808,32.461942
-12771,613.582198,533.497575,701.746810,32.463963
-12770.5,613.063553,533.497575,701.746810,32.465984
-12770,612.544908,533.246364,701.746810,32.468006
-12769.5,612.026264,532.997577,701.496811,32.470027
-12769,611.507619,532.747578,700.996814,32.472048
-12768.5,611.032490,532.497580,700.996814,32.473868
-12768,610.557362,532.247581,700.996814,32.475687
-12767.5,610.082233,532.247581,700.246817,32.477507
-12767,609.607104,531.997582,700.246817,32.479326
-12766.5,609.131975,531.997582,699.496820,32.481146
-12766,608.656846,531.747583,699.496820,32.482966
-12765.5,608.181717,531.747583,698.496825,32.484785
-12765,607.706588,531.746374,698.246826,32.486605
-12764.5,607.231459,531.497584,697.496830,32.488424
-12764,606.756330,531.497584,697.496830,32.490244
-12763.5,606.200860,531.247585,697.120247,32.492267
-12763,605.645390,530.997586,696.996832,32.494290
-12762.5,605.089919,530.871380,696.246835,32.496313
-12762,604.534449,530.871380,696.246835,32.498336
-12761.5,603.978978,530.747587,695.746837,32.500359
-12761,603.423508,530.747587,695.370259,32.502382
-12760.5,602.868038,530.247590,694.995261,32.504405
-12760,602.312567,530.247590,694.370266,32.506428
-12759.5,601.757097,529.997591,692.746851,32.508451
-12759,601.201626,529.997591,690.746860,32.510474
-12758.5,600.693802,529.997591,688.496870,32.512295
-12758,600.185978,529.997591,688.496870,32.514116
-12757.5,599.678154,529.997591,685.746883,32.515937
-12757,599.170330,529.747592,683.746892,32.517758
-12756.5,598.662506,529.747592,681.245355,32.519579
-12756,598.154682,529.747592,678.996914,32.521400
-12755.5,597.646858,529.747592,677.246922,32.523221
-12755,597.139035,529.747592,675.746928,32.525043
-12754.5,596.631211,529.747592,674.746933,32.526864
-12754,596.123387,529.747592,673.246940,32.528685
-12753.5,595.616830,529.497593,671.996945,32.530506
-12753,595.110274,529.247594,670.496952,32.532328
-12752.5,594.603718,529.247594,668.246962,32.534149
-12752,594.097162,529.247594,666.746969,32.535971
-12751.5,593.590605,529.247594,665.745461,32.537792
-12751,593.084049,529.247594,664.495469,32.539614
-12750.5,592.577493,529.247594,663.495476,32.541435
-12750,592.070937,528.997595,661.746992,32.543257
-12749.5,591.564380,528.997595,660.496998,32.545079
-12749,591.057824,528.997595,659.747001,32.546900
-12748.5,590.669057,528.997595,658.997005,32.548317
-12748,590.280290,528.997595,657.997009,32.549735
-12747.5,589.891523,528.747597,656.997014,32.551152
-12747,589.502756,528.747597,655.997018,32.552569
-12746.5,589.113989,528.747597,654.995534,32.553986
-12746,588.725222,528.747597,653.747028,32.555403
-12745.5,588.336455,528.747597,652.747033,32.556821
-12745,587.947688,528.747597,651.997036,32.558238
-12744.5,587.558921,528.747597,651.245560,32.559655
-12744,587.170154,528.747597,650.497043,32.561072
-12743.5,586.808678,528.747597,649.497048,32.562490
-12743,586.447202,528.747597,648.997050,32.563907
-12742.5,586.085726,528.747597,647.997055,32.565324
-12742,585.724250,528.497598,646.997059,32.566742
-12741.5,585.362774,528.497598,645.997064,32.568159
-12741,585.001299,528.497598,645.497066,32.569576
-12740.5,584.639823,528.497598,644.620605,32.570994
-12740,584.278347,528.497598,643.997073,32.572411
-12739.5,583.916871,528.497598,642.747078,32.573829
-12739,583.555395,528.497598,641.120629,32.575246
-12738.5,583.265639,528.497598,641.120629,32.576461
-12738,582.975883,528.497598,639.997091,32.577676
-12737.5,582.686127,528.497598,638.747097,32.578892
-12737,582.396371,528.497598,637.747101,32.580107
-12736.5,582.106615,528.497598,636.997105,32.581322
-12736,581.816860,528.497598,635.747110,32.582537
-12735.5,581.527104,528.497598,634.620673,32.583753
-12735,581.237348,528.497598,633.497120,32.584968
-12734.5,580.947592,528.497598,632.497125,32.586183
-12734,580.657836,528.497598,631.747128,32.587398
-12733.5,580.437628,528.497598,630.247135,32.588411
-12733,580.217420,528.497598,628.997141,32.589424
-12732.5,579.997212,528.497598,627.747147,32.590437
-12732,579.777004,528.497598,626.247153,32.591450
-12731.5,579.556796,528.497598,624.997159,32.592463
-12731,579.336588,528.497598,624.997159,32.593476
-12730.5,579.116380,528.497598,624.997159,32.594488
-12730,578.896172,528.497598,624.997159,32.595501
-12729.5,578.675964,528.497598,624.997159,32.596514
-12729,578.455756,528.497598,624.997159,32.597527
-12728.5,578.302208,528.497598,624.997159,32.598337
-12728,578.148659,528.497598,624.997159,32.599148
-12727.5,577.995111,528.497598,624.997159,32.599958
-12727,577.841562,528.497598,624.997159,32.600769
-12726.5,577.688014,528.497598,624.997159,32.601579
-12726,577.534466,528.497598,624.997159,32.602389
-12725.5,577.380917,528.497598,624.997159,32.603200
-12725,577.227369,528.497598,624.997159,32.604010
-12724.5,577.073820,528.497598,624.997159,32.604820
-12724,576.920272,528.497598,624.997159,32.605631
-12723.5,576.792978,528.497598,624.997159,32.606239
-12723,576.665685,528.497598,624.997159,32.606847
-12722.5,576.538391,528.497598,624.997159,32.607455
-12722,576.411097,528.497598,624.997159,32.608063
-12721.5,576.283803,528.497598,624.997159,32.608671
-12721,576.156509,528.497598,624.497161,32.609279
-12720.5,576.029216,528.497598,624.497161,32.609887
-12720,575.901922,528.497598,624.497161,32.610495
-12719.5,575.774628,528.497598,624.497161,32.611103
-12719,575.647334,528.497598,624.497161,32.611712
-12718.5,575.584832,528.497598,624.497161,32.612117
-12718,575.522331,528.497598,624.497161,32.612522
-12717.5,575.459829,528.497598,624.497161,32.612927
-12717,575.397327,528.497598,624.497161,32.613332
-12716.5,575.334825,528.497598,624.497161,32.613738
-12716,575.272323,528.497598,624.497161,32.614143
-12715.5,575.209821,528.497598,624.497161,32.614548
-12715,575.147319,528.497598,624.497161,32.614953
-12714.5,575.084817,528.497598,624.497161,32.615359
-12714,575.022315,528.497598,624.497161,32.615764
-12713.5,574.989489,528.497598,624.497161,32.615966
-12713,574.956663,528.497598,624.497161,32.616169
-12712.5,574.923838,528.497598,624.497161,32.616372
-12712,574.891012,528.497598,624.497161,32.616574
-12711.5,574.858186,528.497598,624.497161,32.616777
-12711,574.825360,528.497598,624.497161,32.616980
-12710.5,574.792535,528.497598,624.497161,32.617182
-12710,574.759709,528.497598,624.497161,32.617385
-12709.5,574.726883,528.497598,624.497161,32.617588
-12709,574.694057,528.497598,624.497161,32.617790
-12708.5,574.731533,528.497598,624.497161,32.617790
-12708,574.769009,528.497598,624.497161,32.617790
-12707.5,574.806485,528.497598,624.497161,32.617789
-12707,574.843961,528.497598,624.497161,32.617789
-12706.5,574.881436,528.497598,624.497161,32.617788
-12706,574.918912,528.497598,624.497161,32.617788
-12705.5,574.956388,528.497598,624.497161,32.617788
-12705,574.993864,528.497598,624.497161,32.617787
-12704.5,575.031339,528.497598,624.497161,32.617787
-12704,575.068815,528.497598,624.497161,32.617787
-12703.5,575.105505,528.497598,624.497161,32.617786
-12703,575.142195,528.497598,624.497161,32.617786
-12702.5,575.178885,528.497598,624.497161,32.617786
-12702,575.215575,528.497598,624.497161,32.617785
-12701.5,575.252265,528.497598,624.497161,32.617785
-12701,575.288955,528.497598,624.497161,32.617785
-12700.5,575.325645,528.497598,624.497161,32.617784
-12700,575.362335,528.497598,624.497161,32.617784
-12699.5,575.399025,528.497598,624.497161,32.617784
-12699,575.435715,528.497598,624.497161,32.617783
-12698.5,575.505824,528.497598,624.497161,32.617580
-12698,575.575933,528.497598,624.497161,32.617377
-12697.5,575.646042,528.497598,624.497161,32.617174
-12697,575.716151,528.497598,624.497161,32.616971
-12696.5,575.786260,528.497598,624.497161,32.616768
-12696,575.856369,528.497598,624.497161,32.616565
-12695.5,575.926478,528.497598,624.497161,32.616362
-12695,575.996587,528.497598,624.497161,32.616159
-12694.5,576.066696,528.497598,624.497161,32.615956
-12694,576.136805,528.497598,624.497161,32.615753
-12693.5,576.205578,528.497598,624.497161,32.615550
-12693,576.274351,528.497598,624.497161,32.615347
-12692.5,576.343124,528.497598,624.497161,32.615144
-12692,576.411898,528.497598,624.497161,32.614941
-12691.5,576.480671,528.497598,624.497161,32.614738
-12691,576.549444,528.497598,624.497161,32.614535
-12690.5,576.618217,528.497598,624.497161,32.614332
-12690,576.686990,528.497598,624.497161,32.614129
-12689.5,576.755763,528.497598,624.497161,32.613926
-12689,576.824537,528.497598,624.497161,32.613723
-12688.5,576.891983,528.497598,624.497161,32.613520
-12688,576.959430,528.497598,624.497161,32.613317
-12687.5,577.026876,528.497598,624.497161,32.613114
-12687,577.094323,528.497598,624.497161,32.612911
-12686.5,577.161770,528.497598,624.497161,32.612708
-12686,577.229216,528.497598,624.497161,32.612505
-12685.5,577.296663,528.497598,624.497161,32.612302
-12685,577.364110,528.497598,624.497161,32.612099
-12684.5,577.431556,528.497598,624.497161,32.611896
-12684,577.499003,528.497598,624.497161,32.611693
-12683.5,577.529622,528.497598,624.497161,32.611490
-12683,577.560241,528.497598,624.497161,32.611288
-12682.5,577.590861,528.497598,624.497161,32.611085
-12682,577.621480,528.497598,624.497161,32.610882
-12681.5,577.652100,528.497598,624.497161,32.610680
-12681,577.682719,528.497598,624.497161,32.610477
-12680.5,577.713338,528.497598,624.497161,32.610274
-12680,577.743958,528.497598,624.497161,32.610072
-12679.5,577.774577,528.497598,624.497161,32.609869
-12679,577.805196,528.497598,624.497161,32.609667
-12678.5,577.934301,528.497598,624.497161,32.609261
-12678,578.063405,528.497598,624.497161,32.608855
-12677.5,578.192510,528.497598,624.497161,32.608449
-12677,578.321614,528.497598,624.497161,32.608043
-12676.5,578.450719,528.497598,624.497161,32.607637
-12676,578.579823,528.497598,624.497161,32.607231
-12675.5,578.708928,528.497598,624.497161,32.606825
-12675,578.838032,528.497598,624.497161,32.606419
-12674.5,578.967136,528.497598,624.497161,32.606013
-12674,579.096241,528.497598,624.497161,32.605607
-12673.5,579.158912,528.747597,624.497161,32.605404
-12673,579.221584,528.747597,624.497161,32.605201
-12672.5,579.284255,528.747597,624.497161,32.604998
-12672,579.346927,528.747597,624.497161,32.604795
-12671.5,579.409598,528.747597,624.497161,32.604593
-12671,579.472270,528.747597,624.497161,32.604390
-12670.5,579.534941,528.747597,624.497161,32.604187
-12670,579.597613,528.747597,624.497161,32.603984
-12669.5,579.660284,528.747597,624.497161,32.603781
-12669,579.722956,528.747597,624.497161,32.603578
-12668.5,579.810951,528.747597,624.497161,32.603172
-12668,579.898947,528.747597,624.497161,32.602767
-12667.5,579.986942,528.747597,624.497161,32.602361
-12667,580.074937,528.747597,624.497161,32.601956
-12666.5,580.162933,528.747597,624.497161,32.601550
-12666,580.250928,528.747597,624.497161,32.601145
-12665.5,580.338924,528.747597,624.497161,32.600739
-12665,580.426919,528.747597,624.497161,32.600334
-12664.5,580.514915,528.747597,624.497161,32.599928
-12664,580.602910,528.747597,624.497161,32.599523
